1,12574050159618555909,68719480832,360292643114057728,4611686018427387968,0,5514738008064,4611686018427912192,8192,8796093022208,2199023255552,16,576460752325443840,0,16,2251799813685248,1073750400
2,12538021362599591941,68719480832,360292643114057728,13835058055282163776,0,5497558138880,524288,8192,8796093022208,0,1024,22020352,0,2,2251799822073856,1073750400
3,13726971664225271809,68719480832,360292643114057728,4899916394579099716,0,5514738008064,524288,8192,8796093022208,0,16,5243136,549755813952,34359738384,2251799813685248,1073750336
4,12538021362599591937,68719480832,360292643114057728,4611686018427387968,0,5497558138880,524288,8192,8796093022208,0,0,9007199275712768,0,0,2251799822073856,1073750400
5,12574050159618555909,68719480832,360292643114057728,4611686018427387968,0,5514738008064,524288,8192,8796093022208,0,16,22020352,64,16,2251799822073856,1073750400
6,12538021362599591941,68719480832,360292643114057728,4611686018427387968,0,5497558138880,524288,8192,8796093022208,2199023255552,0,22020352,0,0,2251799822073856,1073750400
7,12574050159618555909,68719480832,360293192869871616,4611686018427387968,0,5514738008064,4611686018427912192,8192,8796093022208,0,16,576460752325443840,288230376151711808,16,2251799813685248,1073750400
8,12574050159618555905,68719480832,360292643114057728,64,0,5514738008064,4611686018427912192,73728,8796093022208,0,16,576460752324395264,288230376151711808,16,2251799813685248,1073750400
9,12574050228338032645,68719480832,360292643114057728,64,0,5514738008064,4611686018427912192,8192,8796093022208,0,16,576460752324395264,288230376151711744,4503599627370496,2251799822073856,1073750400
10,9799859177437265920,0,0,274878955520,144396663052566544,200704,524288,140737488355328,8796093038592,2199023255552,576460786663227392,9223372036854792192,72058143802131456,1126174786846724,131072,5368725512
15,12574050159618555921,68719480832,360292643114057728,1152921506754330688,0,5514738008064,4611686018427912192,8192,8796093022208,0,144115188075855888,576460752324395264,288230376151711744,0,2251799822073856,144115189149606272
21,12574050159618555905,68719480832,360292643114057728,64,0,5514738008064,4611686018427912192,8192,8796093022208,0,16,576460752324395264,288230376151711808,16,2251799822073856,1073750400
23,12141705145146671104,0,0,144116287587483648,0,274877911040,655360,0,8796093022208,72095011793018880,36028797018963968,2269391999729664,288230925907525664,2305843009213693956,8796093022208,1073741952
24,12141705145146671104,0,0,144116287587483648,0,274877911040,655360,0,8796093022208,72095011793018880,36028797018963968,2269391999729664,288230925907525664,2305843009213693956,8796093022208,1073741952
25,12105676348127707200,0,4611686018427387904,144116287587483648,0,2305843009213698048,537526272,0,8796093022208,37417755090944,36028798092705792,2251799813685248,288230925907525664,2377900603251621892,0,1073741952
26,12141704595525074944,1024,0,144116287587483648,0,4096,67764224,0,8804682956800,72059827420930048,36028797018963968,2251799813685248,288230925907525664,17179869188,0,1073741952
27,12538021362599591937,68719480832,360292643114057728,64,0,5497558138880,524288,8192,8796093022208,2199023255552,0,20971776,0,0,2251799822073856,1073750400
28,13726971664225271809,68719480832,360292643114057728,288230376152236100,0,5514738008064,524288,0,8796093022208,0,16,576460752324395264,288230925907525696,16,2251799813685248,1073750336
29,12574050159618555905,68719480832,360292643114057728,64,0,5514738008064,4611686018427912192,8192,8796093022208,2199023255552,16,576460752324395264,0,16,2251799822073856,1073750400
30,13690942867206307841,68719480832,360292643114057728,4899916394579099716,0,5497558138880,524288,1073750016,8796093022208,2199023255552,0,22020352,549755813888,0,2251799813685248,1073750336
31,12249808578633793552,0,1152930300716646400,1297036692682702848,17280532480,34360262656,786432,1125899906842624,10995653148672,2199023255552,756604737398243328,18018796557041664,549789368320,72066390131474436,0,144115257869095040
32,12538021362599591953,68719480832,360292643114057728,1152921506754330688,0,5497558138880,524288,8192,8796093022208,0,144115188075855872,20971776,0,0,2251799822073856,144115189149606272
33,12249808578633793552,0,1152930300716646400,1297036692682702848,100663296,34359738368,262176,1125899906842624,2199560126464,562950087639040,3026419087031926784,18014398509481984,18141975412736,72066390131474436,2147483648,144115257869091200
38,9799859177437265920,0,0,274878955520,144396663052566544,200704,524288,140737488355328,8796093038592,2199023255552,576460752303489024,9223372036854792192,72058143802131456,1126174786846724,131072,5368725512
39,9799859177437265920,0,0,274878955520,144396663052566544,69632,524288,0,8796093022208,2199023255552,576460786663227392,9223372036854792192,288230376160100352,1126174784749572,0,5368725512
46,9799859177437265920,0,0,1048576,144396663052566544,69632,524288,8796093022208,8796093022208,2199023255552,576460752303489024,9223407221226881024,288230376294318080,1125899906842628,0,5368725504
47,9799859177437265920,0,8589934848,1048576,144396663052566544,69632,524288,0,8796093022208,2253998836940800,576460752303489024,9223372036854792192,288230376160100352,1125899906842628,0,5368725504
48,9799859177437265920,0,0,1048576,144396663052566544,200704,524288,140737488355328,8796093038592,2199023255552,576460752303489024,9223372036854792192,72058143802131456,1125899908939780,131072,5368725504
49,9799859177437265920,0,8589934848,1048576,144396663052566544,200704,524288,140737488355328,8796093038592,2253998836940800,576460752303489024,9223372036854792192,72058143802131456,1125899908939780,131072,5368725504
50,9799859177437265920,0,0,1048576,144396663052566544,200704,524288,149533581377536,8796093038592,2199023255552,576460752303489024,9223407221226881024,72058143936349184,1125899908939780,131072,5368725504
51,9799859177437265920,0,0,1048592,144396663052566544,200704,524288,140737488355328,8796093038592,2199023255552,576460752303489024,9223374235878047744,72058143802131456,5629499536310276,131072,5368725504
52,9799859177437265920,4503599627370496,0,68157456,144396663052566544,69632,524288,0,9070970929152,2199023255552,576460752303489024,9223374235878047744,288230376160100352,1126174784749572,0,5368725512
53,9799859177437265920,0,0,274878955520,144396663052566544,69632,524288,0,8796093022208,2199023255552,576460752303489024,9223372036854792192,288230376160100352,1126174784749572,0,5368725512
54,12574050159618555909,68719480832,360292643114057728,4611686018427387968,0,5514738008064,4611686018427912192,73728,8796093022208,0,16,576460752325443840,64,16,2251799813685248,1073750400
55,9799859177437265920,4503599627370496,0,68157456,144396663052566544,200704,524288,140737488355328,9070970945536,2199023255552,576460752303489024,9223374235878047744,72058143802131456,1126174786846724,131072,5368725512
56,9799859177437265920,0,0,1048592,144396663052566544,69632,524288,0,8796093022208,2199023255552,576460752303489024,9223374235878047744,288230376160100352,5629499534213124,0,5368725504
58,16875005464662769680,0,1152930300850864128,1297036692816920576,100663296,562984313159680,4398047297536,1275433488220160,15393699659784,8192,720716677867638784,18014432869253120,1649435213856,72066398721409028,0,144115257869095040
59,12249808647353270288,36028797018963968,1152930300716646400,1297036692682702848,100663296,562984313159680,786432,1134695999864832,10995653148672,2199023255552,720575940379279360,18014398509481984,549923586048,72066390131474436,0,144115257869095040
60,12249808578633793552,137438953472,1152930300716646400,1297036694830186512,281475077373952,34359738368,786432,1125899906842624,10995653148672,0,720575940379279360,18014398509481984,549789368352,72066390131478532,0,144115257869095040
61,12285837375652757520,137438953472,1152930850472460288,1297036692682702864,281475077373952,51539607552,786432,1125899906842624,10995653148672,2199023255552,720575940379279376,18014398509481984,549789368416,72066390131478548,0,144115257869095040
62,12249808578633793552,0,1152947892902690816,1297036692682702848,100663296,34359738368,262144,1125899906842624,2199560126464,549755813888,756604737398243328,18014398509547520,549789368352,72066665009381380,0,144115266459029632
63,12249817374726815764,0,1152930300716646400,1297036692682702864,100663296,34359738368,262144,1125899906842624,1128099466969088,0,720575940379279360,18014398509483008,549789368320,72066390131474436,0,144115257869095040
